125,127,"DL 12CQ 8276",,,"2020-08-08 15:33:44.024",,,,2018,"White","",,1,,1,,1,0,,1,"","Mahindra","Scorpio","Mhawk","Diesel","",0
126,128,"DL 9CAR 0176","last service done at 65000 in september 22",,"2020-08-08 16:13:02.069",,,"",,"D Grey",,"2023-03-10 00:00:00.0",1,,0,"2023-03-10 00:00:00.0",1,71000,,1,,"Suzuki","ECO ","1.2 DDE","CNG / Petrol","",0
127,130,"CH 01AA 7673",,,"2020-08-09 14:19:52.726",,,,,,,"2024-06-01 00:00:00.0",1,,1,"2024-06-01 00:00:00.0",1,44000,,1,"amaron ","Hyundai","i10","1.2 kappa Magna","Petrol",,0
128,131,"DL 10CB 2512",,,"2020-08-09 14:26:41.324",,,"",,"White",,,1,,1,,1,0,,1,"","Chevolett","Cruze","2.0 automatic","Diesel","",0
129,132,"DL 3CBQ 3191",,,"2020-08-12 18:21:59.261",,,,2012,"grey",,,1,,1,,1,0,,1,,"Hyundai","Verna Fludic","1.6","Petrol","",0
130,133,"DL 1CS 5413",,,"2020-08-13 11:39:51.296",,,"",2014,"Silver",,"2024-02-08 00:00:00.0",1,,1,"2024-02-01 00:00:00.0",1,82000,,1,"Exide","AUDI","Q3","2.4 ","Diesel","WAZJE807FY000626",0
131,134,"DL 1RTA 2891",,,"2020-08-13 11:44:40.145",,,"",,"White",,,1,,1,,1,0,,1,,"Suzuki","Celerio","","CNG / Petrol","",0
132,135,"DL 4CAH 5269",,,"2020-08-13 12:21:52.043",,,,,"Silver",,,1,,1,,1,0,,1,,"Honda","Civic","2.0","Petrol",,0
133,136,"DL 1CS 4504",,,"2020-08-13 15:24:25.806",,,,,"White",,,1,,1,,1,0,,1,,"Tata","ZEST","1.3","Petrol",,0
134,5,"DL 2CA 7611",,,"2020-08-14 13:59:54.532",,,"",,"White","","2021-04-28 00:00:00.0",1,"2021-04-28 00:00:00.0",1,"2021-04-28 00:00:00.0",1,100400,,1,"","Hyundai","Creata","1.5 Ivtec","Petrol","",0
135,137,"RJ 14CA 1625",,,"2020-08-14 16:52:33.806",,,,,,,,1,,1,,1,0,,1,,"Hyundai","Santro Zing",,,,0
136,138,"UP 50AS 0007",,,"2020-08-16 18:14:52.34",,,,,"grey",,,1,,1,,1,0,,1,,"Mahindra","Thar","2.0 Di","Diesel",,0
137,139,"HR 26DQ 5119",,,"2020-08-16 18:28:13.456",,,"",,"Blue metallic","",,1,,1,,1,0,,1,"","Suzuki","Baleno","1.3","Petrol","",0
138,140,"HR 51 AN 0222",,,"2020-08-17 18:36:59.089",,,,,"D Grey",,,1,,1,,1,0,,1,,"BMW","740 LI","","Diesel",,0
139,141,"DL 3CAY 1234",,,"2020-08-17 18:53:55.914",,,"",,"Galaxy Grey","",,1,,1,,1,0,,1,,"Mercedes Benz","S 500","","Petrol","",0
140,142,"DL 3CAZ 5515",,,"2020-08-19 11:54:16.723",,,"",,"black",,,1,,1,,1,0,,1,"","Suzuki","Wagon R type2","1.0 Ktype","Petrol","",0
141,3,"MH 02LA 3177",,,"2020-08-20 13:04:39.262",,,"",2003,"White Orcahrd Pearl",,,1,,1,,1,0,,1,"","Toyota Lexus","LX470","3.0 V6","Petrol","",0
142,23,"CH 01BG 3141",,,"2020-08-20 13:15:37.849",,,"65193032894186",2016,"Red",,,1,,1,,1,83000,,1,"","Mercedes Benz","CLA 200","2.1 ","Diesel","WDD1173032N243926",0
